"c","d","dp","h","l","o","pc","t","Symbol","change","Security","GICS Sector","GICS Sub-Industry","Headquarters Location","Date added","CIK","Founded","country","currency","estimateCurrency","exchange","finnhubIndustry","ipo","logo","marketCapitalization","name","phone","shareOutstanding","weburl"
697.08,2.38,0.3426,701.995,686.64,688.72,694.7,2025-04-18,"MCK",1.21384597514229,"McKesson Corporation","Health Care","Health Care Distributors","Irving, Texas","1999-01-13","927653","1833","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","1994-11-10","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCK.png",87362.513626,"Mckesson Corp","19724464800",125.33,"https://www.mckesson.com/"
82.6,-0.1,-0.1209,83.3195,82.12,82.51,82.7,2025-04-18,"MDT",0.109077687553011,"Medtronic","Health Care","Health Care Equipment","Dublin, Ireland","1986-10-31","1613103","1949","IE","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","1977-11-21","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MDT.png",105938.087594,"Medtronic PLC","1135314381700",1282.54,"https://www.medtronic.com/"
78,1.54,2.0141,78.75,76.88,76.89,76.46,2025-04-18,"MRK",1.44362075692548,"Merck & Co.","Health Care","Pharmaceuticals","Kenilworth, New Jersey","1957-03-04","310158","1891","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Pharmaceuticals","1941-01-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MRK.png",196278.754395,"Merck & Co Inc","19087404000",2516.39,"https://www.merck.com/"
501.48,-0.83,-0.1652,507.3,498.0133,505.25,502.31,2025-04-18,"META",-0.746165264720432,"Meta Platforms","Communication Services","Interactive Media & Services","Menlo Park, California","2013-12-23","1326801","2004","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Media","2012-05-18","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FB.png",1270579.498795,"Meta Platforms Inc","16505434800",2533.66,"https://www.meta.com/"
72.55,0.85,1.1855,73.46,71.91,72.3,71.7,2025-04-18,"MET",0.345781466113416,"MetLife","Financials","Life & Health Insurance","New York City, New York","2000-12-11","1099219","1868","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Insurance","2000-04-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MET.png",49423.095463,"MetLife Inc","12125785500",681.23,"https://www.metlife.com/"
1004.96,-11.69,-1.1499,1018.5325,1003.4401,1013.6,1016.65,2025-04-18,"MTD",-0.852407261247039,"Mettler Toledo","Health Care","Life Sciences Tools & Services","Columbus, Ohio","2016-09-06","1037646","1945","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Life Sciences Tools & Services","1997-11-14","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTD.png",20944.325416,"Mettler-Toledo International Inc","16144384511",20.84,"https://www.mt.com/"
28.9,0.44,1.546,29.24,28.36,28.65,28.46,2025-04-18,"MGM",0.87260034904014,"MGM Resorts","Consumer Discretionary","Casinos & Gaming","Paradise, Nevada","2017-07-26","789570","1986","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure","1989-12-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MGM.png",8181.51626082457,"MGM Resorts International","17026937120",282.95,"https://www.mgmresorts.com/"
38.56,0.61,1.6074,38.71,37.58,38.68,37.95,2025-04-18,"MCHP",-0.310237849017574,"Microchip Technology","Information Technology","Semiconductors","Chandler, Arizona","2007-09-07","827054","1989","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","1993-03-19","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCHP.png",20738.300211,"Microchip Technology Inc","14807927200",537.82,"https://www.microchip.com/"
68.8,-0.53,-0.7645,70.48,67,70.435,69.33,2025-04-18,"MU",-2.32128913182367,"Micron Technology","Information Technology","Semiconductors","Boise, Idaho","1994-09-27","723125","1978","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","1984-06-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MU.png",76888.924895,"Micron Technology Inc","12083684000",1117.57,"https://www.micron.com/"
367.78,-3.83,-1.0307,374.3215,366.89,373.745,371.61,2025-04-18,"MSFT",-1.59600797335082,"Microsoft","Information Technology","Systems Software","Redmond, Washington","1994-06-01","789019","1975","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Technology","1986-03-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MSFT.png",2734069.866462,"Microsoft Corp","14258828080",7433.98,"https://www.microsoft.com/en-us"
157.08,3.26,2.1194,157.95,154.07,154.48,153.82,2025-04-18,"MAA",1.6830657690316,"Mid-America Apartment Communities","Real Estate","Multi-Family Residential REITs","Memphis, Tennessee","2016-12-02","912595","1977","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","1994-01-28","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959045286.png",18362.786677,"Mid-America Apartment Communities Inc","19016826600",116.9,"https://www.maac.com/"
24.715,-0.475,-1.8857,25.28,24.43,25.28,25.19,2025-04-18,"MRNA",-2.23496835443038,"Moderna","Health Care","Biotechnology","Cambridge, Massachusetts","2021-07-21","1682852","2010","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Biotechnology","2018-12-07","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MRNA.png",9535.439717,"Moderna Inc","16177146500",386.62,"https://www.modernatx.com/"
102.69,1.77,1.7539,103.45,100.77,100.77,100.92,2025-04-18,"MHK",1.90532896695445,"Mohawk Industries","Consumer Discretionary","Home Furnishings","Calhoun, Georgia","2013-12-23","851968","1878","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Consumer products","1992-04-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MHK.png",6419.72655,"Mohawk Industries Inc","16783555814",62.52,"https://mohawkind.com/"
322.19,-10.19,-3.0658,329.4,313.5,319.93,332.38,2025-04-18,"MOH",0.706404525990057,"Molina Healthcare","Health Care","Managed Health Care","Long Beach, California","2022-03-02","1179929","1980","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Health Care","2003-07-02","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MOH.png",17623.747904,"Molina Healthcare Inc","15624353666",54.7,"https://www.molinahealthcare.com/"
58.75,0.04,0.0681,59.7,58.68,59.28,58.71,2025-04-18,"TAP",-0.894062078272606,"Molson Coors Beverage Company","Consumer Staples","Brewers","Chicago, Illinois","1976-06-30","24545","2005 (Molson 1786, Coors 1873)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Beverages","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/TAP.png",11902.829587,"Molson Coors Beverage Co","13032796565",195.42,"https://www.molsoncoors.com/"
67.32,0.84,1.2635,67.85,66.37,66.48,66.48,2025-04-18,"MDLZ",1.26353790613717,"Mondelez International","Consumer Staples","Packaged Foods & Meats","Chicago, Illinois","2012-10-02","1103982","2012","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Food Products","2001-06-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MDLZ.png",87215.418106,"Mondelez International Inc","18479434000",1295.54,"https://www.mondelezinternational.com/"
523.58,-1.28,-0.2439,539.82,514.29,538,524.86,2025-04-18,"MPWR",-2.68029739776951,"Monolithic Power Systems","Information Technology","Semiconductors","Kirkland, Washington","2021-02-12","1280452","1997","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","2004-11-19","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MPWR.png",25061.681689,"Monolithic Power Systems Inc","14252969956",47.87,"http://www.monolithicpower.com/"
58.41,0.46,0.7938,58.645,58.15,58.46,57.95,2025-04-18,"MNST",-0.0855285665412321,"Monster Beverage","Consumer Staples","Soft Drinks & Non-alcoholic Beverages","Corona, California","2012-06-28","865752","2012 (1935)","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Beverages","1985-12-09","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MNST.png",56842.209712,"Monster Beverage Corp","19517396200",973.16,"https://monsterbevcorp.com/"
424.86,-0.83,-0.195,431.24,421.75,430.45,425.69,2025-04-18,"MCO",-1.29864095713787,"Moody's Corporation","Financials","Financial Exchanges & Data","New York City, New York","1998-07-01","1059556","1909","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","1998-06-19","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MCO.png",76427.77726,"Moody's Corp","12125530300",179.89,"https://www.moodys.com/"
109.18,1.32,1.2238,110.7457,108.15,108.515,107.86,2025-04-18,"MS",0.612818504354243,"Morgan Stanley","Financials","Investment Banking & Brokerage","New York City, New York","1993-07-29","895421","1935","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","1986-03-21","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MS.png",176091.573898,"Morgan Stanley","12127614000",1607,"https://www.morganstanley.com/"
27.27,0.3,1.1123,27.485,26.875,27.15,26.97,2025-04-18,"MOS",0.441988950276247,"Mosaic Company (The)","Materials","Fertilizers & Agricultural Chemicals","Tampa, Florida","2011-09-26","1285785","2004 (1865 / 1909)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","2004-10-25","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MOS.png",8642.932374,"Mosaic Co","18137754200",317.23,"https://www.mosaicco.com/"
420.95,0.5,0.1189,426.36,419.41,425.91,420.45,2025-04-18,"MSI",-1.1645652837454,"Motorola Solutions","Information Technology","Communications Equipment","Chicago, Illinois","1957-03-04","68505","1928 (2011)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Communications","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MSI.png",70283.307044,"Motorola Solutions Inc","18475765000",166.96,"https://www.motorolasolutions.com"
546.89,4.33,0.7981,555.035,543.0001,547.53,542.56,2025-04-18,"MSCI",-0.11688857231567,"MSCI Inc.","Financials","Financial Exchanges & Data","New York City, New York","2018-04-04","1408198","1969","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","2007-11-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MSCI.png",42439.553032,"MSCI Inc","12128043990",77.6,"https://www.msci.com/"
72.18,0.49,0.6835,73.2,71.69,71.71,71.69,2025-04-18,"NDAQ",0.655417654441519,"Nasdaq, Inc.","Financials","Financial Exchanges & Data","New York City, New York","2008-10-22","1120193","1971","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Financial Services","2002-07-08","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NDAQ.png",41513.989713,"Nasdaq Inc","12124018700",575.15,"https://www.nasdaq.com"
82.61,1.26,1.5489,83.33,81.66,82.7,81.35,2025-04-18,"NTAP",-0.108827085852483,"NetApp","Information Technology","Technology Hardware, Storage & Peripherals","San Jose, California","1999-06-25","1002047","1992","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Technology","1995-11-21","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NTAP.png",17048.776274,"NetApp Inc","14088226000",203.41,"https://www.netapp.com/"
973.03,11.4,1.1855,984.7015,956,969,961.63,2025-04-18,"NFLX",0.415892672858614,"Netflix","Communication Services","Movies & Entertainment","Los Gatos, California","2010-12-20","1065280","1997","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Media","2002-05-23","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NFLX.png",416220.48416,"Netflix Inc","14085403700",427.76,"https://www.netflix.com/"
55.08,-0.87,-1.555,56.195,54.765,55.6,55.95,2025-04-18,"NEM",-0.935251798561157,"Newmont","Materials","Gold","Denver, Colorado","1969-06-30","1164727","1921","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Metals & Mining","1940-01-27","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NEM.png",62106.2510682565,"Newmont Corporation","13038637414",1127.26,"https://newmont.com/"
25.86,0.19,0.7402,25.97,25.65,25.87,25.67,2025-04-18,"NWSA",-0.0386548125241653,"News Corp (Class A)","Communication Services","Publishing","New York City, New York","2013-08-01","1564708","2013 (News Corporation 1980)","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Media","2013-06-19","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NWSA.png",15456.730692,"News Corp","12124163400",567.4,"https://newscorp.com/"
25.86,0.19,0.7402,25.97,25.65,25.87,25.67,2025-04-18,"NWSA",-0.0386548125241653,"News Corp (Class A)","Communication Services","Publishing","New York City, New York","2013-08-01","1564708","2013 (News Corporation 1980)","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Media","2013-06-19","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NWSA.png",15456.730692,"News Corp","12124163400",567.4,"https://newscorp.com/"
66.31,0.67,1.0207,67.3415,65.97,66.04,65.64,2025-04-18,"NEE",0.408843125378552,"NextEra Energy","Utilities","Multi-Utilities","Juno Beach, Florida","1976-06-30","753308","1984 (1925)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Utilities","1950-02-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NEE.png",136504.488522,"Nextera Energy Inc","15616946333",2058.58,"https://www.nexteraenergy.com/"
55.76,2.21,4.127,56.02,53.65,53.82,53.55,2025-04-18,"NKE",3.60460795243403,"Nike, Inc.","Consumer Discretionary","Apparel, Accessories & Luxury Goods","Washington County, Oregon","1988-11-30","320187","1964","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Textiles, Apparel & Luxury Goods","1980-12-02","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NKE.png",82301.745434,"Nike Inc","15036713173",1475.99,"https://about.nike.com/"
39.29,0.34,0.8729,39.87,39.09,39.17,38.95,2025-04-18,"NI",0.306356905795245,"NiSource","Utilities","Multi-Utilities","Merrillville, Indiana","2000-11-02","1111711","1912","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Utilities","1962-12-19","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NI.png",18490.088099,"NiSource Inc","12196475200",470.61,"https://www.nisource.com/"
180.81,0.12,0.0664,182.67,179.56,180.69,180.69,2025-04-18,"NDSN",0.0664120869998365,"Nordson Corporation","Industrials","Industrial Machinery & Supplies & Components","Westlake, Ohio","2022-02-15","72331","1935","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Machinery","1980-03-18","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NDSN.png",10290.211453,"Nordson Corp","14408921580",56.91,"https://www.nordson.com/"
219.84,5.81,2.7146,221.39,214.5,214.69,214.03,2025-04-18,"NSC",2.39880758302669,"Norfolk Southern","Industrials","Rail Transportation","Atlanta, Georgia","1957-03-04","702165","1881/1894 (1980)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Road & Rail","1982-06-02","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NSC.png",49736.00488,"Norfolk Southern Corp","14704636807",226.24,"https://www.nscorp.com/"
88.295,0.865,0.9894,89.53,86.94,87.79,87.43,2025-04-18,"NTRS",0.575236359494242,"Northern Trust","Financials","Asset Management & Custody Banks","Chicago, Illinois","1998-01-30","73124","1889","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Financial Services","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NTRS.png",17215.017365,"Northern Trust Corp","13126306000",194.97,"https://www.northerntrust.com/"
540.39,2.88,0.5358,544.76,530.08,530.08,537.51,2025-04-18,"NOC",1.94498943555689,"Northrop Grumman","Industrials","Aerospace & Defense","West Falls Church, Virginia","1957-03-04","1133421","1994 (Northrop 1939, Grumman 1930)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Aerospace & Defense","1951-12-10","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NOC.png",77891.115497,"Northrop Grumman Corp","17032802900",144.14,"https://www.northropgrumman.com"
16.38,0.29,1.8024,16.515,15.97,16.12,16.09,2025-04-18,"NCLH",1.61290322580644,"Norwegian Cruise Line Holdings","Consumer Discretionary","Hotels, Resorts & Cruise Lines","Miami, Florida","2017-10-13","1513761","2011 (1966)","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Hotels, Restaurants & Leisure","2013-01-18","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NCLH.png",7268.88189550022,"Norwegian Cruise Line Holdings Ltd","13054364000",443.22,"https://www.nclhltd.com/"
97.86,-0.23,-0.2345,100.665,97.1,99.04,98.09,2025-04-18,"NRG",-1.19143780290792,"NRG Energy","Utilities","Independent Power Producers & Energy Traders","Houston, Texas","2010-01-29","1013871","1992","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Utilities","2004-02-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NRG.png",19930.848993,"NRG Energy Inc","17135373000",203.67,"https://www.nrg.com/"
110.5,1.55,1.4227,112.16,108.9,109.02,108.95,2025-04-18,"NUE",1.35754907356449,"Nucor","Materials","Steel","Charlotte, North Carolina","1985-04-30","73309","1940","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Metals & Mining","1972-07-12","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NUE.png",25497.448418,"Nucor Corp","17043667000",230.54,"https://nucor.com/"
101.49,-3,-2.8711,104.47,100.05,104.45,104.49,2025-04-18,"NVDA",-2.83389181426521,"Nvidia","Information Technology","Semiconductors","Santa Clara, California","2001-11-30","1045810","1993","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","1999-01-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NVDA.png",2476355.947876,"NVIDIA Corp","14084862000",24400,"https://www.nvidia.com/"
7190.07,145.06,2.059,7212.12,7093.2001,7167.45,7045.01,2025-04-18,"NVR",0.315593411882886,"NVR, Inc.","Consumer Discretionary","Homebuilding","Reston, Virginia","2019-09-26","906163","1980","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Consumer products","1987-06-25","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NVR.png",21347.35232,"NVR Inc","17039564000",2.97,"https://www.nvrinc.com/"
170.74,2.15,1.2753,172.02,166.76,169.91,168.59,2025-04-18,"NXPI",0.488493908539823,"NXP Semiconductors","Information Technology","Semiconductors","Eindhoven, Netherlands","2021-03-22","1413447","1953","NL","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","2010-08-06","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NXPI.png",43303.097596,"NXP Semiconductors NV","31402728686.0",253.62,"https://www.nxp.com/"
